Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Replicons,CDS,Neighbors,Release Date,Genes
"Lactococcus garvieae","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA187615",0.012948,36.2681,"pGL3:NC_016970.1/HE650697.1",8,0,"2012-01-23T00:00:00Z",9
"Lactococcus garvieae","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA187615",0.014006,32.1719,"pGL4:NC_016971.1/HE651325.1",13,0,"2012-01-23T00:00:00Z",14
"Lactococcus garvieae","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA187615",0.004572,35.3237,"pGL2:NC_016981.1/HE650696.1",6,0,"2012-01-23T00:00:00Z",6
"Lactococcus garvieae","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA187615",0.068798,34.3455,"pGL5:NC_016982.1/HE651326.1",56,0,"2012-01-23T00:00:00Z",56
"Lactococcus garvieae","Bacteria;Terrabacteria group;Firmicutes","122061","SAMD00046983","PRJDB4555",0.014414,34.7162,"pNALG-1:NZ_AP017399.1/AP017399.1",16,0,"2017-09-27T00:00:00Z",21
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA62931",0.060232,30.1086,"pMRC01:NC_001949.1/AE001272.1",63,0,"1998-09-10T00:00:00Z",64
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.008506,29.7907,"pIL105:NC_000906.2/AF116286.2",7,0,"1999-10-02T00:00:00Z",7
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.04281,33.3146,"pNZ4000:NC_002137.1/AF036485.2",45,0,"1998-02-19T00:00:00Z",45
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.006159,35.8662,"pCIS3:NC_002138.1/AF153414.1",3,0,"1999-07-13T00:00:00Z",4
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.006159,35.85,"pAH33:NC_002150.1/AF207855.1",7,0,"1999-12-14T00:00:00Z",7
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.002178,33.4252,"pWV01:NC_002192.1/X56954.1",4,0,"1991-04-15T00:00:00Z",4
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.003826,31.3382,"pWVO2:NC_002193.1/",1,0,"1993-05-10T00:00:00Z",1
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.008694,32.4132,"pCI305:NC_002502.1/AF179848.1",8,0,"2000-07-20T00:00:00Z",8
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.006094,33.4263,"pCD4:NC_002748.1/AF306799.1",5,0,"2001-04-19T00:00:00Z",6
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007784,34.1855,"pSRQ700:NC_002798.1/U16027.2",9,0,"2000-07-05T00:00:00Z",9
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.00464,33.5129,"pCRL291.1:NC_002799.1/AF380336.1",3,0,"2001-06-05T00:00:00Z",3
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.008278,34.8152,"pCRL1127:NC_003101.1/AF409136.1",7,0,"2001-09-11T00:00:00Z",7
"Lactococcus lactis subsp. lactis bv. diacetylactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007344,33.7418,"cryptic plasmid pDR1-1B:NC_004163.1/AB079380.1",6,0,"2002-09-06T00:00:00Z",6
"Lactococcus lactis subsp. lactis bv. diacetylactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007412,33.6751,"cryptic plasmid pDR1-1:NC_004164.2/AB079381.2",6,0,"2002-09-06T00:00:00Z",6
"Lactococcus lactis subsp. lactis bv. diacetylactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007302,33.4292,"pS7a:NC_004652.1/AJ550509.1",5,0,"2003-03-27T00:00:00Z",5
"Lactococcus lactis subsp. lactis bv. diacetylactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007264,33.6454,"pS7b:NC_004653.1/AJ550510.1",5,0,"2003-03-27T00:00:00Z",5
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.013433,40.0506,"pHP003:NC_004847.1/AF247159.1",6,0,"2003-06-19T00:00:00Z",6
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.00567,30.2646,"pMN5:NC_004922.1/AF056207.2",4,0,"2003-07-07T00:00:00Z",4
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.003854,35.7291,"pBM02:NC_004930.1/AY026767.1",6,0,"2003-07-07T00:00:00Z",6
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.010899,32.6177,"pBL1:NC_004955.1/AF242367.1",8,0,"2003-07-07T00:00:00Z",8
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.010836,31.1277,"pSRQ900:NC_004959.1/AF001314.2",11,0,"2003-07-07T00:00:00Z",11
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007858,31.3311,"pSRQ800:NC_004960.1/U35629.2",7,0,"2003-07-07T00:00:00Z",7
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.020331,34.44,"pAH82:NC_004966.1/AF243383.1",17,0,"2003-07-07T00:00:00Z",17
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.002846,29.48,"pWC1:NC_004980.1/L75827.1",1,0,"2003-07-07T00:00:00Z",1
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.002047,33.9521,"pCL2.1:NC_004981.2/U26594.2",2,0,"2003-07-07T00:00:00Z",3
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.008663,33.695,"pAG6:NC_007191.1/AB198069.1",8,0,"2005-07-19T00:00:00Z",8
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.003602,33.3703,"pND324:NC_008436.1/U44843.1",3,0,"2006-10-05T00:00:00Z",3
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.005299,32.459,"pL2:NC_008594.1/DQ917780.1",5,0,"2006-11-29T00:00:00Z",5
"Lactococcus lactis subsp. lactis bv. diacetylactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.016404,35.1622,"pDBORO:NC_009137.1/DQ089807.2",15,0,"2007-03-26T00:00:00Z",15
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.068319,35.1074,"pGdh442:NC_009435.1/AY849557.2",63,0,"2007-05-08T00:00:00Z",67
"Lactococcus lactis subsp. lactis K214","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.029871,32.4495,"pK214:NC_009751.1/X92946.1",29,0,"2007-08-27T00:00:00Z",33
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.06498,32.3269,"pNP40:NC_010901.1/DQ534432.1",62,0,"2008-06-17T00:00:00Z",62
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.006068,32.8609,"pKL001:NC_011610.1/EU289287.1",4,0,"2008-12-01T00:00:00Z",4
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.013332,34.2559,"pSK11B:NC_013551.1/DQ149243.1",14,0,"2009-12-02T00:00:00Z",15
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.001594,36.1355,"pAR141:NC_013783.1/DQ288662.1",2,0,"2010-02-05T00:00:00Z",2
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.006382,32.2783,"pIL1:NC_015860.1/HM021326.1",7,0,"2011-09-20T00:00:00Z",7
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.019244,35.1122,"pIL3:NC_015861.1/HM021328.1",20,0,"2011-07-22T00:00:00Z",20
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.048978,35.1096,"pIL4:NC_015862.1/HM021329.1",47,0,"2011-07-25T00:00:00Z",50
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.023395,34.4903,"pIL5:NC_015863.1/HM021330.1",22,0,"2011-07-25T00:00:00Z",22
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.028546,34.0958,"pIL7:NC_015864.1/HM197723.1",26,0,"2011-07-25T00:00:00Z",28
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.016181,35.9372,"pKP1:NC_016042.1/FR872378.1",7,0,"2011-09-27T00:00:00Z",7
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.047165,34.8415,"pSK11L:NC_017478.1/DQ149244.1",40,0,"2012-05-01T00:00:00Z",45
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.008277,34.8194,"pIL2:NC_017489.1/HM021327.1",10,0,"2012-04-23T00:00:00Z",10
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.010372,30.9391,"pSK11A:NC_017498.1/DQ149242.1",13,0,"2012-05-01T00:00:00Z",14
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.075814,35.4499,"pSK11P:NC_017500.1/DQ149245.1",61,0,"2012-05-05T00:00:00Z",83
"Lactococcus lactis subsp. lactis","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.028434,33.6428,"pIL6:NC_019308.1/HM021331.1",25,0,"2012-11-04T00:00:00Z",27
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.003801,32.0179,"pAF04:NC_019347.1/JQ821353.1",4,0,"2012-11-04T00:00:00Z",4
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.004752,31.4184,"pAW601:AJ132009.2",1,0,"2000-01-07T00:00:00Z",1
"Lactococcus lactis subsp. cremoris MG1363","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.059474,34.6269,"pFI430:DQ011112.1",57,0,"2010-07-01T00:00:00Z",10
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.055395,37.386,"pLP712:FJ649478.1",44,0,"2012-10-14T00:00:00Z",61
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007122,31.3536,"pAW153:HQ646604.1",8,0,"2011-12-30T00:00:00Z",4
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.007435,36.4358,"pAF07:JQ821354.1",6,0,"2012-06-25T00:00:00Z",6
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.012067,33.2974,"pAF12:JQ821355.1",11,0,"2012-06-25T00:00:00Z",12
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.014419,34.0662,"pAF14:JQ821356.1",11,0,"2012-06-25T00:00:00Z",13
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","","","PRJNA178833",0.022388,34.9473,"pAF22:JQ821357.1",23,0,"2012-06-25T00:00:00Z",23
"Lactococcus lactis","Bacteria;Terrabacteria group;Firmicutes","CBA3619","SAMN11843663","PRJNA544551",0.107586,33.0071,"unnamed:NZ_CP042409.1/CP042409.1",109,0,"2019-08-16T00:00:00Z",134
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM1","SAMN04955031","PRJNA320689",0.193245,33.8322,"pMPJM1:NZ_CP016746.1/CP016746.1",183,0,"2017-04-05T00:00:00Z",190
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM1","SAMN04955031","PRJNA320689",0.051777,35.0213,"pJM1A:NZ_CP016747.1/CP016747.1",47,0,"2017-04-05T00:00:00Z",56
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM1","SAMN04955031","PRJNA320689",0.04828,33.9374,"pJM1B:NZ_CP016748.1/CP016748.1",43,0,"2017-04-05T00:00:00Z",58
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM1","SAMN04955031","PRJNA320689",0.030146,35.3977,"pJM1C:NZ_CP016749.1/CP016749.1",22,0,"2017-04-05T00:00:00Z",30
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM1","SAMN04955031","PRJNA320689",0.01536,35.2539,"pJM1D:NZ_CP016750.1/CP016750.1",9,0,"2017-04-05T00:00:00Z",13
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM1","SAMN04955031","PRJNA320689",0.011008,31.9495,"pJM1E:NZ_CP016751.1/CP016751.1",10,0,"2017-04-05T00:00:00Z",12
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM1","SAMN04955031","PRJNA320689",0.005329,34.2841,"pJM1F:NZ_CP016752.1/CP016752.1",4,0,"2017-04-05T00:00:00Z",5
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM2","SAMN04955242","PRJNA320691",0.011314,37.7762,"pJM2A:NZ_CP016742.1/CP016742.1",5,0,"2017-04-05T00:00:00Z",8
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM2","SAMN04955242","PRJNA320691",0.013334,34.4758,"pJM2B:NZ_CP016743.1/CP016743.1",13,0,"2017-04-05T00:00:00Z",14
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM2","SAMN04955242","PRJNA320691",0.062261,35.1231,"pJM2C:NZ_CP016744.1/CP016744.1",53,0,"2017-04-05T00:00:00Z",61
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM2","SAMN04955242","PRJNA320691",0.11382,34.9192,"pMPJM2:NZ_CP016745.1/CP016745.1",92,0,"2017-04-05T00:00:00Z",127
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM3","SAMN04955245","PRJNA320692",0.075814,35.442,"pJM3A:NZ_CP016737.1/CP016737.1",58,0,"2017-04-05T00:00:00Z",77
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM3","SAMN04955245","PRJNA320692",0.047185,34.8352,"pJM3B:NZ_CP016738.1/CP016738.1",42,0,"2017-04-05T00:00:00Z",50
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM3","SAMN04955245","PRJNA320692",0.045257,33.1087,"pJM3C:NZ_CP016739.1/CP016739.1",47,0,"2017-04-05T00:00:00Z",54
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM3","SAMN04955245","PRJNA320692",0.013546,33.6335,"pJM3D:NZ_CP016740.1/CP016740.1",14,0,"2017-04-05T00:00:00Z",18
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM3","SAMN04955245","PRJNA320692",0.003729,32.9043,"pJM3E:NZ_CP016741.1/CP016741.1",2,0,"2017-04-05T00:00:00Z",4
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM4","SAMN04955246","PRJNA320693",0.060219,33.3832,"pJM4A:NZ_CP016729.1/CP016729.1",52,0,"2017-04-05T00:00:00Z",70
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM4","SAMN04955246","PRJNA320693",0.002239,33.4971,"pJM4B:NZ_CP016730.1/CP016730.1",2,0,"2017-04-05T00:00:00Z",3
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM4","SAMN04955246","PRJNA320693",0.005931,34.5304,"pJM4C:NZ_CP016731.1/CP016731.1",6,0,"2017-04-05T00:00:00Z",7
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM4","SAMN04955246","PRJNA320693",0.006207,35.9755,"pJM4D:NZ_CP016732.1/CP016732.1",6,0,"2017-04-05T00:00:00Z",7
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","JM4","SAMN04955246","PRJNA320693",0.04724,34.8455,"pJM4E:NZ_CP016733.1/CP016733.1",41,0,"2017-04-05T00:00:00Z",50
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","3107","SAMN08715697","PRJNA438435",0.05016,35.6439,"p3107A:NZ_CP031539.1/CP031539.1",44,0,"2018-08-21T00:00:00Z",52
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","3107","SAMN08715697","PRJNA438435",0.060216,33.3848,"p3107B:NZ_CP031540.1/CP031540.1",54,0,"2018-08-21T00:00:00Z",71
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","3107","SAMN08715697","PRJNA438435",0.026709,37.6278,"p3107C:NZ_CP031541.1/CP031541.1",17,0,"2018-08-21T00:00:00Z",23
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","3107","SAMN08715697","PRJNA438435",0.002232,33.5573,"p3107D:NZ_CP031542.1/CP031542.1",3,0,"2018-08-21T00:00:00Z",3
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","3107","SAMN08715697","PRJNA438435",0.01817,33.77,"p3107E:NZ_CP031543.1/CP031543.1",12,0,"2018-08-21T00:00:00Z",22
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","3107","SAMN08715697","PRJNA438435",0.004199,31.6028,"p3107F:NZ_CP031544.1/CP031544.1",1,0,"2018-08-21T00:00:00Z",1
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","C4","SAMD00098207","PRJDB6381",0.0817,32.9461,"pC41:NZ_AP018500.1/AP018500.1",82,0,"2018-12-28T00:00:00Z",98
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","C4","SAMD00098207","PRJDB6381",0.061286,35.7684,"pC42:NZ_AP018501.1/AP018501.1",47,0,"2018-12-28T00:00:00Z",50
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","C4","SAMD00098207","PRJDB6381",0.04992,35.5349,"pC43:NZ_AP018502.1/AP018502.1",40,0,"2018-12-28T00:00:00Z",53
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","C4","SAMD00098207","PRJDB6381",0.034879,36.5492,"pC44:NZ_AP018503.1/AP018503.1",24,0,"2018-12-28T00:00:00Z",31
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","158","SAMN04954999","PRJNA320683",0.075119,33.0369,"p158A:NZ_CP016685.1/CP016685.1",66,0,"2017-04-05T00:00:00Z",86
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","158","SAMN04954999","PRJNA320683",0.057981,33.561,"p158B:NZ_CP016686.1/CP016686.1",57,0,"2017-04-05T00:00:00Z",62
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","158","SAMN04954999","PRJNA320683",0.051651,34.5724,"p158C:NZ_CP016687.1/CP016687.1",47,0,"2017-04-05T00:00:00Z",58
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","158","SAMN04954999","PRJNA320683",0.033287,37.393,"p158D:NZ_CP016688.1/CP016688.1",23,0,"2017-04-05T00:00:00Z",30
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","158","SAMN04954999","PRJNA320683",0.011679,34.0526,"p158E:NZ_CP016689.1/CP016689.1",11,0,"2017-04-05T00:00:00Z",14
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","158","SAMN04954999","PRJNA320683",0.006164,35.8371,"p158F:NZ_CP016690.1/CP016690.1",5,0,"2017-04-05T00:00:00Z",6
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","158","SAMN04954999","PRJNA320683",0.002064,33.3818,"p158g:NZ_CP034596.1/CP034596.1",1,0,"2019-01-06T00:00:00Z",2
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","UC109","SAMN04956304","PRJNA320719",0.064175,33.1702,"pUC109A:NZ_CP016707.1/CP016707.1",63,0,"2017-04-05T00:00:00Z",77
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","UC109","SAMN04956304","PRJNA320719",0.048261,34.6346,"pUC109B:NZ_CP016708.1/CP016708.1",44,0,"2017-04-05T00:00:00Z",56
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","UC109","SAMN04956304","PRJNA320719",0.011868,32.1958,"pUC109C:NZ_CP016709.1/CP016709.1",10,0,"2017-04-05T00:00:00Z",16
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","UC109","SAMN04956304","PRJNA320719",0.011333,31.6421,"pUC109D:NZ_CP016710.1/CP016710.1",12,0,"2017-04-05T00:00:00Z",16
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","UC109","SAMN04956304","PRJNA320719",0.004237,33.3491,"pUC109E:NZ_CP016711.1/CP016711.1",1,0,"2017-04-05T00:00:00Z",3
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","UC109","SAMN04956304","PRJNA320719",0.002413,33.1123,"pUC109F:NZ_CP016712.1/CP016712.1",3,0,"2017-04-05T00:00:00Z",3
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","UC109","SAMN04956304","PRJNA320719",0.025328,34.3967,"pUC109G:NZ_CP034576.1/CP034576.1",19,0,"2019-01-06T00:00:00Z",23
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","F","SAMN14600593","PRJNA622823",0.051649,34.5718,"pScrF52:CP051519.1",48,0,"2020-04-23T00:00:00Z",58
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","F","SAMN14600593","PRJNA622823",0.033285,37.3952,"pScrF33:CP051520.1",24,0,"2020-04-23T00:00:00Z",30
"Lactococcus lactis subsp. cremoris","Bacteria;Terrabacteria group;Firmicutes","F","SAMN14600593","PRJNA622823",0.075108,33.0364,"pScrF75:CP051521.1",68,0,"2020-04-23T00:00:00Z",87
"Lactococcus lactis subsp. cremoris A76","Bacteria;Terrabacteria group;Firmicutes","A76","SAMN02603598","PRJNA74685",0.049219,35.1368,"pQA549:NC_017493.1/CP003134.1",44,0,"2012-05-01T00:00:00Z",53
"Lactococcus lactis subsp. cremoris A76","Bacteria;Terrabacteria group;Firmicutes","A76","SAMN02603598","PRJNA74685",0.017661,37.3988,"pQA518:NC_017495.1/CP003135.1",15,0,"2012-05-01T00:00:00Z",17
"Lactococcus lactis subsp. cremoris A76","Bacteria;Terrabacteria group;Firmicutes","A76","SAMN02603598","PRJNA74685",0.05363,34.8611,"pQA554:NC_017496.1/CP003133.1",44,0,"2012-05-01T00:00:00Z",61
"Lactococcus lactis subsp. cremoris A76","Bacteria;Terrabacteria group;Firmicutes","A76","SAMN02603598","PRJNA74685",0.003978,37.8331,"pQA504:NC_017497.1/CP003136.1",3,0,"2012-05-01T00:00:00Z",3
"Lactococcus lactis subsp. cremoris IBB477","Bacteria;Terrabacteria group;Firmicutes","IBB477","SAMN02585714","PRJNA235170",0.066364,33.1806,"pIBB477a:NZ_CM007354.1/CM007354.1",74,0,"2016-12-26T00:00:00Z",82
"Lactococcus lactis subsp. cremoris IBB477","Bacteria;Terrabacteria group;Firmicutes","IBB477","SAMN02585714","PRJNA235170",0.06476,35.9898,"pIBB477b:NZ_CM007355.1/CM007355.1",50,0,"2016-12-26T00:00:00Z",72
"Lactococcus lactis subsp. cremoris IBB477","Bacteria;Terrabacteria group;Firmicutes","IBB477","SAMN02585714","PRJNA235170",0.048496,32.9656,"pIBB477c:NZ_CM007356.1/CM007356.1",47,0,"2016-12-26T00:00:00Z",56
"Lactococcus lactis subsp. cremoris IBB477","Bacteria;Terrabacteria group;Firmicutes","IBB477","SAMN02585714","PRJNA235170",0.016577,31.779,"pIBB477d:NZ_CM007357.1/CM007357.1",17,0,"2016-12-26T00:00:00Z",22
"Lactococcus lactis subsp. cremoris IBB477","Bacteria;Terrabacteria group;Firmicutes","IBB477","SAMN02585714","PRJNA235170",0.011987,39.6012,"pIBB477e:NZ_CM007358.1/CM007358.1",15,0,"2016-12-26T00:00:00Z",16
"Lactococcus lactis subsp. cremoris SK11","Bacteria;Terrabacteria group;Firmicutes","SK11","SAMN02598527","PRJNA401",0.014041,34.3708,"1:NC_008503.1/CP000426.1",13,0,"2006-10-21T00:00:00Z",13
"Lactococcus lactis subsp. cremoris SK11","Bacteria;Terrabacteria group;Firmicutes","SK11","SAMN02598527","PRJNA401",0.009554,30.4375,"2:NC_008504.1/CP000427.1",10,0,"2006-10-21T00:00:00Z",11
"Lactococcus lactis subsp. cremoris SK11","Bacteria;Terrabacteria group;Firmicutes","SK11","SAMN02598527","PRJNA401",0.07475,35.4114,"3:NC_008505.1/CP000428.1",57,0,"2006-10-21T00:00:00Z",76
"Lactococcus lactis subsp. cremoris SK11","Bacteria;Terrabacteria group;Firmicutes","SK11","SAMN02598527","PRJNA401",0.047208,34.8352,"4:NC_008506.1/CP000429.1",43,0,"2006-10-21T00:00:00Z",50
"Lactococcus lactis subsp. cremoris SK11","Bacteria;Terrabacteria group;Firmicutes","SK11","SAMN02598527","PRJNA401",0.014206,33.5492,"5:NC_008507.1/CP000430.1",12,0,"2006-10-21T00:00:00Z",13
"Lactococcus lactis subsp. cremoris UC509.9","Bacteria;Terrabacteria group;Firmicutes","UC509.9","SAMN02604113","PRJNA76597",0.080592,33.9662,"pCIS8:NC_019430.1/CP003158.1",69,0,"2012-11-13T00:00:00Z",95
"Lactococcus lactis subsp. cremoris UC509.9","Bacteria;Terrabacteria group;Firmicutes","UC509.9","SAMN02604113","PRJNA76597",0.053051,32.4047,"pCIS7:NC_019431.1/CP003159.1",45,0,"2012-11-13T00:00:00Z",62
"Lactococcus lactis subsp. cremoris UC509.9","Bacteria;Terrabacteria group;Firmicutes","UC509.9","SAMN02604113","PRJNA76597",0.011676,34.0613,"pCIS5:NC_019432.1/CP003161.1",11,0,"2012-11-13T00:00:00Z",16
"Lactococcus lactis subsp. cremoris UC509.9","Bacteria;Terrabacteria group;Firmicutes","UC509.9","SAMN02604113","PRJNA76597",0.006159,35.85,"pCIS3:NC_019433.1/CP003163.1",5,0,"2012-11-13T00:00:00Z",8
