Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date,Genes
"Lilium lancifolium","Eukaryota;Plants;Land Plants","","","PRJNA399989",0.152574,37.0253,"chloroplast","NC_035589.1/KY748297.1",85,"2017-08-24T00:00:00Z",132
"Lilium leucanthum","Eukaryota;Plants;Land Plants","","","PRJNA399937",0.152935,36.9915,"chloroplast","NC_035590.1/KY748299.1",85,"2017-08-24T00:00:00Z",132
"Lilium martagon var. pilosiusculum","Eukaryota;Plants;Land Plants","","","PRJNA487410",0.152816,37.002,"chloroplast","NC_039162.1/MF964219.1",84,"2018-08-24T00:00:00Z",133
"Lilium pardanthinum","Eukaryota;Plants;Land Plants","","","PRJNA484473",0.152718,36.955,"chloroplast","NC_038193.1/MG704135.1",83,"2018-08-03T00:00:00Z",131
"Lilium pensylvanicum","Eukaryota;Plants;Land Plants","","","PRJNA555966",0.152063,37.0524,"chloroplast","NC_043876.1/MK879804.1",84,"2019-07-22T00:00:00Z",130
"Lilium philadelphicum","Eukaryota;Plants;Land Plants","","","PRJNA413211",0.152175,37.0705,"chloroplast","NC_035990.1/KY940847.1",83,"2017-10-06T00:00:00Z",130
"Lilium sp. KHK-2014","Eukaryota;Plants;Land Plants","","","PRJNA291885",0.152715,36.9957,"chloroplast","NC_027679.1/KM103383.1",83,"2015-08-04T00:00:00Z",130
"Lilium superbum","Eukaryota;Plants;Land Plants","","","PRJNA280316",0.152069,37.0384,"chloroplast","NC_026787.1/KP462883.1",83,"2015-04-22T00:00:00Z",133
"Lilium taliense","Eukaryota;Plants;Land Plants","","","PRJNA383497",0.153055,36.9455,"chloroplast","NC_034370.1/KY009938.1",83,"2017-04-19T00:00:00Z",131
"Lilium tsingtauense","Eukaryota;Plants;Land Plants","","","PRJNA291892",0.15271,36.9969,"chloroplast","NC_027675.1/KM103365.1",84,"2015-08-04T00:00:00Z",131
"Lilium washingtonianum","Eukaryota;Plants;Land Plants","","","PRJNA479018",0.151967,37.0567,"chloroplast","NC_037699.1/MG590100.1",82,"2018-07-05T00:00:00Z",133
"Limanda aspera","Eukaryota;Animals;Fishes","","","PRJNA301320",0.017194,46.08,"mitochondrion","NC_028281.1/KP013094.1",13,"2015-11-05T00:00:00Z",37
"Limassolla lingchuanensis","Eukaryota;Animals;Insects","","","PRJNA609480",0.015716,21.1822,"mitochondrion","NC_046037.1/MN605256.1",13,"2020-03-07T00:00:00Z",37
"Limatus flavisetosus","Eukaryota;Animals;Insects","","","PRJNA573157",0.015663,19.313,"mitochondrion","NC_044656.1/MK575482.1",13,"2019-09-21T00:00:00Z",37
"Limbodessus palmulaoides","Eukaryota;Animals;Insects","","","PRJNA479284",0.016868,23.3697,"mitochondrion","NC_037749.1/MG912994.1",13,"2018-07-05T00:00:00Z",37
"Limecola balthica","Eukaryota;Animals;Other Animals","","","PRJNA615462",0.017492,36.4281,"mitochondrion","NC_046519.1/MN528028.1",13,"2020-03-26T00:00:00Z",37
"Limenitis amphyssa","Eukaryota;Animals;Insects","","","PRJNA380379",0.015164,19.0253,"mitochondrion","NC_034235.1/KY569555.1",13,"2017-03-24T00:00:00Z",37
"Limenitis archippus","Eukaryota;Animals;Insects","","","PRJNA504132",0.01522,19.0736,"mitochondrion","NC_039868.1/MG747621.1",13,"2018-11-09T00:00:00Z",37
"Limenitis arthemis","Eukaryota;Animals;Insects","","","PRJNA504161",0.015279,19.8639,"mitochondrion","NC_039869.1/MG747622.1",13,"2018-11-09T00:00:00Z",37
"Limenitis camilla","Eukaryota;Animals;Insects","","","PRJNA504277",0.015129,19.3469,"mitochondrion","NC_039866.1/MG747618.1",13,"2018-11-09T00:00:00Z",37
"Limenitis ciocolatina","Eukaryota;Animals;Insects","","","PRJNA504178",0.015214,20.0473,"mitochondrion","NC_039871.1/MG747625.1",13,"2018-11-09T00:00:00Z",37
"Limenitis cleophas","Eukaryota;Animals;Insects","","","PRJNA504272",0.015228,19.4444,"mitochondrion","NC_039881.1/MG747638.1",13,"2018-11-09T00:00:00Z",37
"Limenitis doerriesi","Eukaryota;Animals;Insects","","","PRJNA380378",0.015233,18.8669,"mitochondrion","NC_034232.1/KY569552.1",13,"2017-03-24T00:00:00Z",37
"Limenitis elwesi","Eukaryota;Animals;Insects","","","PRJNA504177",0.015214,18.8379,"mitochondrion","NC_039867.1/MG747620.1",13,"2018-11-09T00:00:00Z",37
"Limenitis glorifica","Eukaryota;Animals;Insects","","","PRJNA504230",0.015177,19.1013,"mitochondrion","NC_039863.1/MG747615.1",13,"2018-11-09T00:00:00Z",37
"Limenitis helmanni","Eukaryota;Animals;Insects","","","PRJNA387788",0.015178,18.9155,"mitochondrion","NC_034754.1/KY290566.1",13,"2017-05-24T00:00:00Z",37
"Limenitis lorquini","Eukaryota;Animals;Insects","","","PRJNA504238",0.015228,19.2868,"mitochondrion","NC_039884.1/MG747641.1",13,"2018-11-09T00:00:00Z",37
"Limenitis moltrechti","Eukaryota;Animals;Insects","","","PRJNA380377",0.015178,19.1857,"mitochondrion","NC_034234.1/KY569554.1",13,"2017-03-24T00:00:00Z",37
"Limenitis populi","Eukaryota;Animals;Insects","","","PRJNA504194",0.015219,19.0683,"mitochondrion","NC_039878.1/MG747632.1",13,"2018-11-09T00:00:00Z",37
"Limenitis reducta","Eukaryota;Animals;Insects","","","PRJNA504063",0.015175,19.5519,"mitochondrion","NC_039865.1/MG747617.1",13,"2018-11-09T00:00:00Z",37
"Limenitis sydyi","Eukaryota;Animals;Insects","","","PRJNA380383",0.0152,18.8158,"mitochondrion","NC_034233.1/KY569553.1",13,"2017-03-24T00:00:00Z",37
"Limenitis weidemeyerii","Eukaryota;Animals;Insects","","","PRJNA504237",0.015199,19.2776,"mitochondrion","NC_039862.1/MG747614.1",13,"2018-11-09T00:00:00Z",37
"Limnadia lenticularis","Eukaryota;Animals;Other Animals","","","PRJNA495525",0.015151,34.9614,"mitochondrion","NC_039394.1/MH618637.1",13,"2018-10-10T00:00:00Z",37
"Limnephilus decipiens","Eukaryota;Animals;Insects","","","PRJNA273212",0.016667,20.4476,"mitochondrion","NC_026219.1/AB971912.1",13,"2015-01-21T00:00:00Z",13
"Limnephilus hyalinus","Eukaryota;Animals;Insects","","","PRJNA573165",0.015168,22.0134,"mitochondrion","NC_044710.1/MK077681.1",13,"2019-09-21T00:00:00Z",37
"Limnogonus hypoleucus","Eukaryota;Animals;Insects","","","PRJNA573198",0.015325,26.1077,"mitochondrion","NC_044722.1/MN027272.1",13,"2019-09-21T00:00:00Z",37
"Limnogonus intermedius","Eukaryota;Animals;Insects","","","PRJNA573197",0.015333,26.6354,"mitochondrion","NC_044724.1/MN027275.1",13,"2019-09-21T00:00:00Z",37
"Limnogonus poissoni","Eukaryota;Animals;Insects","","","PRJNA573196",0.01532,25.9269,"mitochondrion","NC_044723.1/MN027273.1",13,"2019-09-21T00:00:00Z",37
"Limnonectes fujianensis","Eukaryota;Animals;Amphibians","","","PRJNA15777",0.018293,42.8743,"mitochondrion","NC_007440.2/AY974191.2",13,"2005-10-05T00:00:00Z",2
"Limnoperna fortunei","Eukaryota;Animals;Other Animals","","","PRJNA306315",0.018145,31.7773,"mitochondrion","NC_028706.1/KP756905.1",12,"2015-12-17T00:00:00Z",38
"Limnopoa meeboldii","Eukaryota;Plants;Land Plants","","","PRJNA399986",0.134724,38.3258,"chloroplast","NC_035531.1/MF035987.1",83,"2017-08-24T00:00:00Z",129
"Limnoria quadripunctata","Eukaryota;Animals;Other Animals","","","PRJNA246084",0.016515,33.6482,"mitochondrion","NC_024054.1/KF704000.1",13,"2014-05-02T00:00:00Z",13
"Limonia phragmitidis","Eukaryota;Animals;Insects","","","PRJNA563448",0.015924,24.5039,"mitochondrion","NC_044484.1/MK673118.1",13,"2019-09-06T00:00:00Z",37
"Limonium aureum","Eukaryota;Plants;Land Plants","","","PRJNA595209",0.154661,37.0507,"chloroplast","NC_045399.1/MN623109.1",83,"2019-12-12T00:00:00Z",130
"Limonium tenellum","Eukaryota;Plants;Land Plants","","","PRJNA529161",0.150515,37.1039,"plastid","NC_041279.1/MK397871.1",82,"2019-03-26T00:00:00Z",124
"Limonius californicus","Eukaryota;Animals;Insects","","","PRJNA304874",0.016467,29.5439,"mitochondrion","NC_028541.1/KT852377.1",13,"2015-12-03T00:00:00Z",37
"Limosa lapponica","Eukaryota;Animals;Birds","","","PRJNA624627",0.016773,43.6952,"mitochondrion","NC_046765.1/MK341549.1",13,"2020-04-10T00:00:00Z",37
"Limulus polyphemus","Eukaryota;Animals;Other Animals","","","PRJNA238073",0.014985,32.4324,"mitochondrion","MT:NC_003057.1/",13,"2000-05-28T00:00:00Z",13
"Lindenbergia philippensis","Eukaryota;Plants;Land Plants","","","PRJNA228985",0.155103,37.7942,"chloroplast","NC_022859.1/HG530133.1",85,"2013-11-05T00:00:00Z",137
"Lindera aggregata","Eukaryota;Plants;Land Plants","","","PRJNA594668",0.152664,39.1677,"chloroplast","NC_045252.1/MG581437.1",81,"2019-12-12T00:00:00Z",128
"Lindera angustifolia","Eukaryota;Plants;Land Plants","","","PRJNA594684",0.152832,39.1822,"chloroplast","NC_045253.1/MG581438.1",81,"2019-12-12T00:00:00Z",128
"Lindera chunii","Eukaryota;Plants;Land Plants","","","PRJNA594672",0.152694,39.1849,"chloroplast","NC_045254.1/MG581439.1",81,"2019-12-12T00:00:00Z",128
"Lindera communis","Eukaryota;Plants;Land Plants","","","PRJNA594697",0.152668,39.2138,"chloroplast","NC_045255.1/MG581440.1",81,"2019-12-12T00:00:00Z",128
"Lindera erythrocarpa","Eukaryota;Plants;Land Plants","","","PRJNA594701",0.15292,39.1244,"chloroplast","NC_045256.1/MG581441.1",81,"2019-12-12T00:00:00Z",128
"Lindera floribunda","Eukaryota;Plants;Land Plants","","","PRJNA594680",0.152551,39.1685,"chloroplast","NC_045257.1/MG581442.1",81,"2019-12-12T00:00:00Z",128
"Lindera glauca","Eukaryota;Plants;Land Plants","","","PRJNA412064",0.15278,39.1733,"chloroplast","NC_035953.1/MF188124.1",81,"2017-09-28T00:00:00Z",127
"Lindera megaphylla","Eukaryota;Plants;Land Plants","","","PRJNA594696",0.152762,39.1537,"chloroplast","NC_045258.1/MG581444.1",80,"2019-12-12T00:00:00Z",128
"Lindera metcalfiana","Eukaryota;Plants;Land Plants","","","PRJNA594695",0.152893,39.1581,"chloroplast","NC_045259.1/MG581445.1",80,"2019-12-12T00:00:00Z",128
"Lindera nacusua","Eukaryota;Plants;Land Plants","","","PRJNA594692",0.152762,39.2146,"chloroplast","NC_045260.1/MG581446.1",81,"2019-12-12T00:00:00Z",128
"Lindera neesiana","Eukaryota;Plants;Land Plants","","","PRJNA594679",0.152502,39.1667,"chloroplast","NC_045261.1/MG581447.1",81,"2019-12-12T00:00:00Z",128
"Lindera obtusiloba","Eukaryota;Plants;Land Plants","","","PRJNA594694",0.152772,39.1184,"chloroplast","NC_045262.1/MG581448.1",81,"2019-12-12T00:00:00Z",128
"Lindera praecox","Eukaryota;Plants;Land Plants","","","PRJNA594689",0.152728,39.1559,"chloroplast","NC_045263.1/MG581449.1",81,"2019-12-12T00:00:00Z",128
"Lindera reflexa","Eukaryota;Plants;Land Plants","","","PRJNA594693",0.153006,39.1521,"chloroplast","NC_045264.1/MG581451.1",81,"2019-12-12T00:00:00Z",128
"Lindera rubronervia","Eukaryota;Plants;Land Plants","","","PRJNA594678",0.152885,39.1438,"chloroplast","NC_045265.1/MG581452.1",81,"2019-12-12T00:00:00Z",128
"Lindera sericea","Eukaryota;Plants;Land Plants","","","PRJNA594681",0.153028,39.1562,"chloroplast","NC_045266.1/MG581453.1",81,"2019-12-12T00:00:00Z",128
"Lindsaea linearis","Eukaryota;Plants;Land Plants","","","PRJNA573208",0.149256,39.8383,"chloroplast","NC_044681.1/MK705751.1",88,"2019-09-21T00:00:00Z",125
"Linepithema humile","Eukaryota;Animals;Insects","","","PRJNA579630",0.015929,19.4614,"mitochondrion","NC_045057.1/KX146468.1",13,"2019-10-29T00:00:00Z",37
"Lineus viridis","Eukaryota;Animals;Other Animals","","","PRJNA38867",0.015388,34.254,"mitochondrion","NC_012889.1/FJ839919.1",13,"2009-07-01T00:00:00Z",13
"Linguatula serrata","Eukaryota;Animals;Other Animals","","","PRJNA495531",0.015328,39.7508,"mitochondrion","NC_039399.1/MG951756.1",13,"2018-10-10T00:00:00Z",37
"Lingula anatina","Eukaryota;Animals;Other Animals","Amm_Jpn","","PRJNA293030",0.02579,36.836,"mitochondrion","MT:NC_036679.1/",13,"2018-01-18T00:00:00Z",49
"Linnaea borealis","Eukaryota;Plants;Land Plants","","","PRJNA579632",0.157271,38.461,"chloroplast","NC_045056.1/MN524648.1",76,"2019-10-29T00:00:00Z",128
"Linnaeosicyos amara","Eukaryota;Plants;Land Plants","","","PRJNA624514",0.147874,36.8314,"chloroplast","NC_046863.1/MN542401.1",84,"2020-04-10T00:00:00Z",127
"Linum usitatissimum","Eukaryota;Plants;Land Plants","","","PRJNA420526",0.156721,37.471,"chloroplast","NC_036356.1/KY849971.1",83,"2017-12-01T00:00:00Z",133
"Liobagrus andersoni","Eukaryota;Animals;Fishes","","","PRJNA356510",0.016514,44.5804,"mitochondrion","NC_032035.1/KX767082.1",13,"2016-12-07T00:00:00Z",37
"Liobagrus anguillicauda","Eukaryota;Animals;Fishes","","","PRJNA209904",0.016536,42.9306,"mitochondrion","NC_021602.1/JQ026256.1",13,"2013-06-29T00:00:00Z",13
"Liobagrus kingi","Eukaryota;Animals;Fishes","","","PRJNA190165",0.016483,45.8958,"mitochondrion","NC_020337.1/KC193779.1",13,"2013-02-25T00:00:00Z",13
"Liobagrus marginatoides","Eukaryota;Animals;Fishes","","","PRJNA198661",0.016498,44.3266,"mitochondrion","NC_021122.1/KC473938.1",13,"2013-04-23T00:00:00Z",13
"Liobagrus marginatus","Eukaryota;Animals;Fishes","","","PRJNA230108",0.016497,45.4749,"mitochondrion","NC_022923.1/KC757128.1",13,"2013-11-27T00:00:00Z",13
"Liobagrus mediadiposalis","Eukaryota;Animals;Fishes","","","PRJNA285567",0.016534,44.8349,"mitochondrion","NC_027167.1/KR075136.1",13,"2015-06-02T00:00:00Z",37
"Liobagrus nigricauda","Eukaryota;Animals;Fishes","","","PRJNA207654",0.016512,44.0649,"mitochondrion","NC_021407.1/KC316116.1",13,"2013-06-10T00:00:00Z",13
"Liobagrus obesus","Eukaryota;Animals;Fishes","","","PRJNA17253",0.016531,45.46,"mitochondrion","NC_008232.1/DQ321752.1",13,"2006-07-04T00:00:00Z",13
"Liobagrus styani","Eukaryota;Animals;Fishes","","","PRJNA387899",0.016515,43.8147,"mitochondrion","NC_034647.1/KX096605.1",13,"2017-05-24T00:00:00Z",37
"Liogluta microptera","Eukaryota;Animals;Insects","","","PRJNA304809",0.017281,21.1735,"mitochondrion","NC_028602.1/KT780655.1",13,"2015-12-03T00:00:00Z",37
"Liparis auriculata","Eukaryota;Plants;Land Plants","","","PRJNA624567",0.15346,36.8884,"chloroplast","NC_046800.1/MN200365.1",86,"2020-04-10T00:00:00Z",133
"Liparis bootanensis","Eukaryota;Plants;Land Plants","","","PRJNA628232",0.158325,36.9019,"chloroplast","NC_047433.1/MN627759.1",83,"2020-04-26T00:00:00Z",133
"Liparis makinoana","Eukaryota;Plants;Land Plants","","","PRJNA624566",0.153093,36.9122,"chloroplast","NC_046803.1/MN200368.1",86,"2020-04-10T00:00:00Z",133
"Liparis nervosa","Eukaryota;Plants;Land Plants","","","PRJNA608319",0.158787,36.9237,"chloroplast","NC_045896.1/MN641753.1",77,"2020-02-24T00:00:00Z",132
"Liparis pingtaoi","Eukaryota;Plants;Land Plants","","","PRJNA628312",0.157052,36.8687,"chloroplast","NC_047432.1/MN627758.1",83,"2020-04-26T00:00:00Z",133
"Liparis tessellatus","Eukaryota;Animals;Fishes","","","PRJNA615476",0.017221,41.972,"mitochondrion","NC_046407.1/MN880630.1",13,"2020-03-26T00:00:00Z",37
"Liphistius erawan","Eukaryota;Animals;Other Animals","","","PRJNA190141",0.014197,32.2815,"mitochondrion","NC_020323.1/JQ407803.1",13,"2013-02-25T00:00:00Z",13
"Lipolagus ochotensis","Eukaryota;Animals;Fishes","","","PRJNA12122",0.017338,48.3331,"mitochondrion","NC_004591.1/AP004101.1",13,"2003-03-08T00:00:00Z",13
"Liponema brevicornis","Eukaryota;Animals;Other Animals","","","PRJNA628365",0.019143,39.7064,"mitochondrion","NC_047221.1/MN076188.1",13,"2020-04-26T00:00:00Z",13
"Liposcelis decolor","Eukaryota;Animals;Insects","","","PRJNA242726",0.014405,24.7692,"mitochondrion","NC_023839.1/JX870621.1",13,"2014-03-26T00:00:00Z",13
"Liposcelis entomophila","Eukaryota;Animals;Insects","","","PRJNA267372",0.011599,21.2863,"mitochondrion","I:NC_025503.1/KF649223.1",11,"2014-11-14T00:00:00Z",14
"Liposcelis entomophila","Eukaryota;Animals;Insects","","","PRJNA267372",0.012675,21.4359,"mitochondrion","II:NC_025504.1/KF649224.1",1,"2014-11-14T00:00:00Z",13
"Liposcelis keleri","Eukaryota;Animals;Insects","","","PRJNA328642",0.014334,23.4477,"mitochondrion","NC_030594.1/KX171073.1",12,"2016-07-12T00:00:00Z",35
"Liposcelis paeta","Eukaryota;Animals;Insects","","","PRJNA267390",0.010322,23.4935,"mitochondrion","II:NC_025505.1/KF649225.1",3,"2014-11-14T00:00:00Z",10
"Liposcelis paeta","Eukaryota;Animals;Insects","","","PRJNA267390",0.0115,25.0348,"mitochondrion","I:NC_025506.1/KF649226.1",10,"2014-11-14T00:00:00Z",11
"Lipotactes tripyrga","Eukaryota;Animals;Insects","","","PRJNA377052",0.015949,27.8325,"mitochondrion","NC_033996.1/KX057736.1",13,"2017-02-27T00:00:00Z",37
"Lipotes vexillifer","Eukaryota;Animals;Mammals","","","PRJNA232751",0.016392,39.2204,"mitochondrion","MT:NC_007629.1/",13,"2005-12-07T00:00:00Z",13
"Lippia origanoides","Eukaryota;Plants;Land Plants","","","PRJNA595193",0.15431,39.2217,"chloroplast","NC_045405.1/MK248831.1",85,"2019-12-12T00:00:00Z",133
"Liquidambar acalycina","Eukaryota;Plants;Land Plants","","","PRJNA624586",0.160433,37.9398,"chloroplast","NC_046936.1/MT079212.1",88,"2020-04-10T00:00:00Z",133
"Liquidambar formosana","Eukaryota;Plants;Land Plants","","","PRJNA232231",0.16041,37.949,"chloroplast","NC_023092.1/KC588388.1",86,"2013-12-20T00:00:00Z",132
"Liquidambar orientalis","Eukaryota;Plants;Land Plants","","","PRJNA624585",0.160771,37.944,"chloroplast","NC_046937.1/MT079214.1",88,"2020-04-10T00:00:00Z",133
"Liquidambar styraciflua","Eukaryota;Plants;Land Plants","","","PRJNA624559",0.16075,37.9353,"chloroplast","NC_046938.1/MT079215.1",88,"2020-04-10T00:00:00Z",133
"Liriodendron chinense","Eukaryota;Plants;Land Plants","","","PRJNA328736",0.159429,39.1566,"chloroplast","NC_030504.1/KU170538.1",86,"2016-07-12T00:00:00Z",132
"Liriodendron tulipifera","Eukaryota;Plants;Land Plants","","","PRJNA17615",0.159886,39.1573,"chloroplast","NC_008326.1/DQ899947.1",84,"2006-09-06T00:00:00Z",129
"Liriodendron tulipifera","Eukaryota;Plants;Land Plants","","","PRJNA198787",0.553721,47.7038,"mitochondrion","NC_021152.1/KC821969.1",42,"2013-04-30T00:00:00Z",71
"Liriomyza bryoniae","Eukaryota;Animals;Insects","","","PRJNA81331",0.016183,20.7316,"mitochondrion","NC_016713.1/JN570504.1",13,"2012-01-17T00:00:00Z",13
"Liriomyza chinensis","Eukaryota;Animals;Insects","","","PRJNA527502",0.016175,21.7311,"mitochondrion","NC_041083.1/MG252777.1",13,"2019-03-18T00:00:00Z",37
"Liriomyza huidobrensis","Eukaryota;Animals;Insects","","","PRJNA81337",0.016236,21.7049,"mitochondrion","NC_016716.1/JN570505.1",13,"2012-01-17T00:00:00Z",13
"Liriomyza sativae","Eukaryota;Animals;Insects","","","PRJNA71805",0.015551,22.4616,"mitochondrion","NC_015926.1/HQ333260.1",13,"2011-08-10T00:00:00Z",13
"Liriomyza trifolii","Eukaryota;Animals;Insects","","","PRJNA50269",0.016141,21.9751,"mitochondrion","NC_014283.1/GU327644.1",13,"2010-06-30T00:00:00Z",13
"Liriope muscari","Eukaryota;Plants;Land Plants","","","PRJNA595295",0.156754,37.6112,"chloroplast","NC_045384.1/MK210628.1",83,"2019-12-12T00:00:00Z",131
"Liriope spicata","Eukaryota;Plants;Land Plants","","","PRJNA541594",0.157055,37.5977,"chloroplast","NC_042227.1/MH680945.1",85,"2019-05-12T00:00:00Z",132
"Lissemys punctata","Eukaryota;Animals;Reptiles","","","PRJNA36359",0.01649,38.587,"mitochondrion","NC_012414.1/EF050073.1",13,"2009-03-24T00:00:00Z",13
"Lissemys scutata","Eukaryota;Animals;Reptiles","","","PRJNA267386",0.016512,38.6143,"mitochondrion","NC_025494.1/JQ361816.1",13,"2014-11-14T00:00:00Z",13
"Lista haraldusalis","Eukaryota;Animals;Insects","","","PRJNA256379",0.015213,18.4842,"mitochondrion","NC_024535.1/KF709449.1",13,"2014-07-28T00:00:00Z",13
"Litchi chinensis","Eukaryota;Plants;Land Plants","","","PRJNA394402",0.162524,37.7993,"chloroplast","NC_035238.1/KY635881.1",87,"2017-07-14T00:00:00Z",132
"Lithachne pauciflora","Eukaryota;Plants;Land Plants","","","PRJNA283089",0.135362,38.6194,"plastid","NC_026970.1/KJ871002.1",80,"2015-05-05T00:00:00Z",126
"Lithidiopsis carinatus","Eukaryota;Animals;Insects","","","PRJNA193821",0.015652,29.6831,"mitochondrion","NC_020775.1/JX913770.1",13,"2013-03-25T00:00:00Z",1
"Lithobates catesbeianus","Eukaryota;Animals;Amphibians","","","PRJNA226135",0.018241,40.1842,"mitochondrion","NC_022696.1/KF049927.1",13,"2013-11-03T00:00:00Z",13
"Lithobates catesbeianus","Eukaryota;Animals;Amphibians","Bruno","SAMN03760860","PRJNA285814",0.017681,40.0486,"mitochondrion","MT:KX686108.1",13,"2017-02-01T00:00:00Z",37
"Lithobius forficatus","Eukaryota;Animals;Other Animals","","","PRJNA11925",0.015695,32.1058,"mitochondrion","NC_002629.1/AF309492.1",13,"2000-12-13T00:00:00Z",13
"Lithocarpus balansae","Eukaryota;Plants;Land Plants","","","PRJNA276241",0.16102,36.7147,"plastid","NC_026577.1/KP299291.1",87,"2015-03-27T00:00:00Z",134
"Lithodes nintokuae","Eukaryota;Animals;Other Animals","","","PRJNA248844",0.015731,26.7307,"mitochondrion","NC_024202.1/AB769476.1",13,"2014-05-30T00:00:00Z",13
"Lithodesmium undulatum ccmp1797","Eukaryota;Other;Other","","","PRJNA247650",0.12266,31.1919,"chloroplast","NC_024085.1/KC509525.1",138,"2014-07-02T00:00:00Z",176
"Lithotoma petraea","Eukaryota;Plants;Land Plants","","","PRJNA362389",0.163939,39.0157,"plastid","NC_033365.1/KY354215.1",90,"2017-01-18T00:00:00Z",138
"Litinga cottini","Eukaryota;Animals;Insects","","","PRJNA504271",0.015205,19.7106,"mitochondrion","NC_039877.1/MG747631.1",13,"2018-11-09T00:00:00Z",37
"Litinga mimica","Eukaryota;Animals;Insects","","","PRJNA504138",0.015183,19.3045,"mitochondrion","NC_039874.1/MG747628.1",13,"2018-11-09T00:00:00Z",37
"Litocranius walleri","Eukaryota;Animals;Mammals","","","PRJNA193967",0.016438,37.8027,"mitochondrion","NC_020716.1/JN632653.1",13,"2013-03-25T00:00:00Z",13
"Litoditis aff. marina PmI","Eukaryota;Animals;Roundworms","","","PRJNA291914",0.013766,20.8703,"mitochondrion","NC_027694.1/KR815450.1",12,"2015-08-04T00:00:00Z",36
"Litoditis aff. marina PmII","Eukaryota;Animals;Roundworms","","","PRJNA291913",0.013855,20.5485,"mitochondrion","NC_027695.1/KR815451.1",12,"2015-08-04T00:00:00Z",36
"Litoditis aff. marina PmIII","Eukaryota;Animals;Roundworms","","","PRJNA291912",0.014481,20.1713,"mitochondrion","NC_027696.1/KR815452.1",12,"2015-08-04T00:00:00Z",36
"Litoditis aff. marina PmIV","Eukaryota;Animals;Roundworms","","","PRJNA291911",0.013909,20.9577,"mitochondrion","NC_027697.1/KR815453.1",12,"2015-08-04T00:00:00Z",36
"Litsea japonica","Eukaryota;Plants;Land Plants","","","PRJNA594674",0.152718,39.1421,"chloroplast","NC_045267.1/MG581454.1",81,"2019-12-12T00:00:00Z",128
"Littledalea alaica","Eukaryota;Plants;Land Plants","","","PRJNA453344",0.13684,38.5121,"chloroplast","NC_037519.1/MG570144.1",81,"2018-04-24T00:00:00Z",129
"Littledalea przevalskyi","Eukaryota;Plants;Land Plants","","","PRJNA453251",0.136862,38.5096,"chloroplast","NC_037497.1/MG463107.1",84,"2018-04-24T00:00:00Z",130
"Littledalea racemosa","Eukaryota;Plants;Land Plants","","","PRJNA420537",0.136852,38.5088,"chloroplast","NC_036350.1/MF614917.1",82,"2017-12-01T00:00:00Z",130
"Littorina saxatilis","Eukaryota;Animals;Other Animals","","","PRJNA328742",0.016887,33.0609,"mitochondrion","NC_030595.1/KU952094.1",13,"2016-07-12T00:00:00Z",37
"Liua shihi","Eukaryota;Animals;Amphibians","","","PRJNA16921",0.016376,33.6285,"mitochondrion","NC_008078.1/DQ333810.1",13,"2006-06-06T00:00:00Z",13
"Liua tsinpaensis","Eukaryota;Animals;Amphibians","","","PRJNA16925",0.01638,33.9927,"mitochondrion","NC_008081.1/DQ333813.1",13,"2006-06-06T00:00:00Z",13
"Livia junci","Eukaryota;Animals;Insects","","","PRJNA483673",0.015172,23.9059,"mitochondrion","NC_038137.1/MG989230.1",13,"2018-07-31T00:00:00Z",37
"Liza carinata","Eukaryota;Animals;Fishes","","","PRJNA479267",0.016835,45.7915,"mitochondrion","NC_037847.1/MG587040.1",13,"2018-07-05T00:00:00Z",37
"Llavea cordifolia","Eukaryota;Plants;Land Plants","","","PRJNA514769",0.149387,41.8798,"chloroplast","NC_040216.1/MH173088.1",87,"2019-01-11T00:00:00Z",130
"Llerasia caucana","Eukaryota;Plants;Land Plants","","SAMN04076333","PRJNA387948",0.152015,37.491,"chloroplast","NC_034821.1/KX063908.1",85,"2017-05-26T00:00:00Z",131
"Loa loa","Eukaryota;Animals;Roundworms","CAT","","PRJNA246086",0.0136,24.2794,"mitochondrion","MT:JPEI01002250.1",0,"2014-07-25T00:00:00Z",0
"Loasa nana","Eukaryota;Plants;Land Plants","","","PRJNA573388",0.158667,37.7117,"chloroplast","NC_044801.1/MN380648.1",85,"2019-09-21T00:00:00Z",132
"Loasa nitida","Eukaryota;Plants;Land Plants","","","PRJNA573387",0.155742,37.8652,"chloroplast","NC_044837.1/MN380693.1",85,"2019-09-21T00:00:00Z",132
"Lobelia aberdarica","Eukaryota;Plants;Land Plants","","","PRJNA394283",0.163902,39.2539,"plastid","NC_035365.1/MF061178.1",90,"2017-07-14T00:00:00Z",138
"Lobelia acrochila","Eukaryota;Plants;Land Plants","","","PRJNA394459",0.164047,39.2089,"plastid","NC_035366.1/MF061179.1",90,"2017-07-14T00:00:00Z",138
"Lobelia anceps","Eukaryota;Plants;Land Plants","","","PRJNA362451",0.164624,39.1067,"plastid","NC_033366.1/KY354216.1",87,"2017-01-18T00:00:00Z",136
"Lobelia bambuseti","Eukaryota;Plants;Land Plants","","","PRJNA394382",0.164051,39.228,"plastid","NC_035368.1/MF061181.1",90,"2017-07-14T00:00:00Z",138
"Lobelia baumannii","Eukaryota;Plants;Land Plants","","","PRJNA414884",0.16228,38.6295,"plastid","NC_036096.1/MF770633.1",88,"2017-10-18T00:00:00Z",142
